feature	Bacteroidaceae	Lachnospiraceae	Tannerellaceae	Enterobacteriaceae	Ruminococcaceae	Marinifilaceae	Rikenellaceae	Akkermansiaceae	Oscillospiraceae	Streptococcaceae	Prevotellaceae	Bifidobacteriaceae	Fusobacteriaceae	Clostridiaceae	Barnesiellaceae	Peptostreptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Veillonellaceae	[Eubacterium]_coprostanoligenes_group	Christensenellaceae	Erysipelotrichaceae	Unknown	Lactobacillaceae	Sutterellaceae	Desulfovibrionaceae	Erysipelatoclostridiaceae	Clostridia_UCG-014	Monoglobaceae	Muribaculaceae	Butyricicoccaceae	Eggerthellaceae	Anaerovoracaceae	Coriobacteriales_Incertae_Sedis	Porphyromonadaceae	Clostridia_vadinBB60_group	Pseudomonadaceae	uncultured	Peptococcaceae	Pasteurellaceae	UCG-010	Morganellaceae	Gastranaerophilales	Victivallaceae	RF39	Actinomycetaceae	Izemoplasmatales	Hungateiclostridiaceae	Enterococcaceae	Atopobiaceae	Oscillospirales	Puniceicoccaceae	Selenomonadaceae	Succinivibrionaceae	Carnobacteriaceae	Eubacteriaceae	Synergistaceae	Micrococcaceae	Family_XI	Oxalobacteraceae	DTU014	[Clostridium]_methylpentosum_group	Defluviitaleaceae	Anaerofustaceae	Staphylococcaceae	Campylobacteraceae	Corynebacteriaceae	Syntrophomonadaceae
NW040-2-2	-2.30308708919705	-1.86516010086133	-3.0176179782499	-3.87797554374363	-4.3616547086276	-5.88674575337136	-4.70859037207034	-5.54694401972209	-5.38355562318482	-10.3267599181814	-4.46877892305384	NA	-10.8292602587106	-11.8292602587106	-9.3698286400733	NA	-6.21455041459539	-7.77036656965703	-6.84436715110081	-6.73474265992631	-7.27467140703296	-7.71378304129066	-10.3267599181814	-10.021905336653	-8.20476939380281	-6.34276039687513	-5.89852292114771	-5.15447949574097	-10.021905336653	-8.65933525726829	-10.021905336653	-9.60686783737415	-7.81430991724463	NA	NA	-10.3267599181814	NA	-8.92236966310208	-9.95479114079446	NA	NA	NA	-7.34813356897398	-9.32675991818142	NA	NA	-9.021905336653	-11.8292602587106	NA	NA	NA	NA	NA	-11.0922946645444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW040-3	-2.55326660228178	-3.3150878458457	-2.91140654398545	-3.0985352284167	-4.94372607883996	-5.30990494815636	-4.07197016758702	-2.93287225382855	-5.43974238579895	NA	-7.24064228571925	NA	-11.6556797849981	-7.71708032966224	-9.0311889200903	NA	-5.35494591237986	-6.67839986149818	-9.38266129059168	-6.41409379842834	-5.42046332330406	-6.8569379932452	-8.01182359522337	-10.0707172842769	-8.62593244160404	-6.46585522611808	-6.1799463540317	-4.08835744341267	NA	NA	NA	-10.2406422857193	-6.99271477227567	NA	NA	-9.59678609594453	-10.6556797849981	-7.6556797849981	-10.9187141908319	NA	NA	NA	-10.0707172842769	-7.59678609594453	NA	-13.2406422857193	NA	-11.2406422857193	NA	NA	-10.5402025675782	NA	NA	NA	NA	NA	NA	NA	-10.9187141908319	NA	-11.9187141908319	NA	NA	NA	NA	NA	NA	NA
NW041-1	-1.91635539974438	-2.23594118510964	-2.18368274544921	-12.9891579342886	-5.06236778124237	-8.3646670693808	-3.26407575536224	NA	-5.69147738564791	-11.9891579342886	NA	-3.96401837201008	NA	NA	-5.92666200855483	-9.2887182161475	-5.49197139365588	-6.08226733868007	NA	-7.17324099872756	NA	-10.5741204350097	-11.9891579342886	NA	-7.38429587612973	-7.11468881637245	NA	NA	-12.5741204350097	NA	-11.7667655129521	-9.14785568030765	-9.2887182161475	NA	NA	-10.4866575937594	NA	NA	NA	NA	NA	NA	-12.5741204350097	NA	NA	-12.2521923401224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1146888163725	NA	NA	NA	NA	NA	NA	NA	NA
NW041-2	-1.32401589304369	-1.86589982410508	-4.6842154449681	-8.25958278890807	-4.54159486955613	-9.19545245148835	-4.57563119355555	NA	-4.81814759956462	-7.6104899507672	NA	-4.2402447880696	NA	NA	-5.94752493804477	-8.30962347140767	-5.40386484528907	-5.37693973954623	NA	-7.89883544513018	-9.71901440754537	-8.88612439338062	-11.1340519068242	NA	-7.88612439338063	-7.30962347140767	-8.99109395298217	NA	-9.50956104191642	NA	-10.0185746894043	-6.75323012288328	-8.83637135818353	NA	NA	NA	NA	NA	-11.5490894061031	NA	NA	NA	NA	NA	NA	-9.54908940610305	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1340519068242	NA	NA	NA	NA	NA	NA	NA	-12.397086312658	NA	NA	NA	NA
NW042-1	-4.13504418695628	-2.73828085914633	-3.62607566952366	-5.55677633880913	-3.86340824659998	-1.24878309170851	-3.64973663513982	-12.5680035942324	-6.46366693441765	-8.1484647027186	NA	-8.74018456961506	NA	-11.8899316891197	NA	NA	NA	-7.24607549934502	NA	-8.18949197097865	-9.39807859279007	-5.76839817177971	-6.42232613903675	-8.21750634714825	-9.057041674955	-7.51489225777282	-8.18949197097865	-8.72000668767743	-8.80246884786941	NA	-9.24607549934502	-8.48054075298204	-8.20343116193653	-6.989064881139	-5.34689986886451	-9.84553756976129	NA	-13.3049691883986	NA	NA	-11.8899316891197	NA	NA	NA	NA	NA	NA	-11.8899316891197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3049691883986	NA	-11.5680035942324	NA	-11.7200066876774	-12.8899316891197	NA	-10.3049691883986	NA	NA
NW042-3	-3.55486506973646	-1.33678874455956	-3.16797672965279	-5.55257568278544	-4.65363721056731	-2.96456630650542	-3.63575569100361	-10.4382720561248	-6.3402399731643	-9.26834705468252	NA	-11.8533095554037	NA	-4.20106209536981	NA	NA	NA	-7.3402399731643	NA	-8.41590424309638	-9.26834705468252	-5.7872203649459	-7.72402653845871	-7.86841644779388	-8.71035160156163	-7.6700877313479	-8.32974759934666	-11.1163439612375	-7.8383592139377	NA	-8.76584671415334	-8.30898903917987	-8.97884043748753	-8.41590424309638	-7.79441586635011	NA	NA	NA	NA	NA	NA	NA	-11.1163439612375	NA	NA	NA	NA	-12.1163439612375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1163439612375	NA	NA	NA	NA
NW042-4	-5.21569937177385	-2.02607311694778	-4.31041802902699	-8.21088235547608	-4.28741620366537	-1.7763653224936	-3.85661827846902	-11.6323461239144	-5.3469439050521	-9.35223820472162	NA	-9.63234612391435	NA	-3.35422858679067	NA	NA	NA	-6.72545552830583	NA	-7.09985104308733	-7.43970104597196	-4.34958862630767	-5.64528517962185	-8.55705799661011	-10.5328104503634	-7.78148956322016	-8.11777295108459	-10.439701045972	-8.19177353252837	NA	-9.98026942733466	-7.90054223486392	-7.99675755012323	-6.98026942733466	-6.66491398637078	-11.439701045972	NA	-10.439701045972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5328104503634	NA	NA	-11.2697760445296	NA	NA	NA	NA
NW042-5	-4.80852662310333	-2.80781330044806	-3.15346928446269	-4.98112973008708	-4.72939797331879	-1.22844795619001	-3.84538184396286	-10.620168903564	-5.804251968003	-9.11766856303485	NA	-11.7900939050063	NA	-5.1212089207401	NA	-12.7900939050063	NA	-6.81855035105557	NA	-8.60026934612632	-7.18276359125673	-4.95878666120429	-6.71327830795551	-11.468165810119	-9.79009390500634	-6.69733676408649	-8.83589759461947	NA	-9.50469168614409	NA	-10.468165810119	-9.93211290987877	-8.98273898294874	-8.11766856303485	-8.50469168614409	-9.66081088806138	NA	-11.2051314042852	-8.702631063756	NA	NA	NA	-7.88320330939782	NA	NA	NA	NA	-10.5421663915628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.2051314042852	NA	NA	NA	NA
NW043-1	-3.50658385363565	-2.60016199525145	-4.67631359284028	-3.6957739068461	-3.77352906436054	-6.61608501821694	-4.61103768347962	-3.68159497167633	-3.95134699919923	NA	-2.84678783670019	NA	-8.93128724991599	NA	-9.49957100949051	-7.80296315294045	-7.62963155005488	-5.85372626662233	NA	-5.76136224847367	-5.4933658599638	-6.3296460080482	-8.83399004856107	NA	-8.01770200173346	-5.81839319351005	-9.40335569423121	NA	-9.22826898767312	-3.44541114832236	-10.657112286477	NA	-6.84185216633404	NA	-11.1876270031758	-7.88181857365169	NA	-9.60266450245462	-8.45066140900957	NA	-9	NA	NA	NA	NA	NA	NA	NA	NA	-10.8981203859808	-12.0356239097307	NA	NA	-9.71369581484336	NA	-11.1876270031758	-11.0356239097307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW043-3	-4.03007034687483	-2.92121820593761	-5.14781061580334	-3.92752278279182	-4.23895850386153	-6.6195625060765	-5.85562986431003	-5.70362677086498	-4.07601993273533	NA	-1.68615020784452	NA	-5.85562986431003	-9.26002011938936	-10.0255548657523	-7.79289410896207	-8.88805134200241	-5.59259545847624	NA	-6.38169867597762	-5.85562986431003	-7.06208074177746	-10.7625204599185	NA	-7.70362677086498	-6.16757387062477	-9.17755795919739	NA	-9.26002011938936	-3.16508860723517	-9.5401280385821	NA	-8.09955544719612	NA	NA	-7.88805134200241	NA	-8.26002011938936	-8.88805134200241	NA	NA	NA	-9.88805134200241	-8.26002011938936	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.32511514761125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW043-4-1	-4.08308379664936	-2.08590211174936	-4.98197226817291	-4.22374420358648	-4.11611971005839	-7.15821104354742	-4.80808605682941	-3.48206837140567	-3.85250926307465	NA	-2.80669057546229	NA	-7.08421046210365	-9.27685554004604	-11.0842104621036	-7.97987380228891	-8.27685554004604	-5.45485384202404	NA	-5.71963802980779	-5.31074153419845	-6.92232277972675	-8.85154970531337	NA	-7.37271555545356	-5.70917103075672	-8.47540121942812	-10.3186757157407	-9.70569883884992	-3.86989134130288	-8.97987380228891	NA	-7.38377074396255	NA	NA	-8.31867571574067	NA	-8.01382113421225	-8.17731986649513	NA	-9.49924796138249	NA	-10.7056988388499	NA	NA	NA	NA	NA	NA	-10.7056988388499	-11.406138556991	NA	NA	-8.42885863349109	NA	-10.9467069383537	-10.7056988388499	NA	NA	-10.8211760562699	NA	NA	NA	NA	NA	NA	NA	NA
NW043-4-2	-3.45278011148767	-2.45278011148767	-4.45278011148767	-4.1777600900532	-4.77118035368163	-7.0299146220818	-4.97702904182971	-4.38231603062126	-4.53514993033223	NA	-2.53224419915681	NA	-4.60147287128095	-7.90438373999794	-11.7117386620555	-9.65284497300198	-9.38981056716819	-5.88307323375253	NA	-6.82096773181031	-6.61020063559349	-7.83726954413941	-10.9747730678893	NA	-6.86207293513998	-6.19866907981618	-8.2967011627767	-9.77313920671969	-9.90438373999794	-3.08238204197594	-10.5962614446356	NA	-8.36596382521382	-12.7117386620555	NA	-7.41405811341486	NA	-5.91732279570544	-9.38981056716819	NA	-11.4893462407191	NA	-7.01129894391446	-7.72684555444576	NA	NA	NA	NA	NA	-10.2967011627767	-11.7117386620555	NA	NA	-6.93037894853089	NA	NA	NA	NA	NA	-11.4893462407191	NA	NA	NA	NA	NA	NA	NA	NA
NW043-6	-2.85418918818603	-2.25859790019382	-5.40995514159686	-3.74485553362997	-4.60312742401831	-6.23307737951278	-4.79216124840833	-6.78257519957913	-3.28627031867837	NA	-3.27782854479171	NA	-7.3916233188246	NA	-9.02097993890421	-5.4247901827598	-7.17548988795984	-7.46639108722657	NA	-5.45112433057326	-5.0437000154043	-5.93351709765387	-9.62866251612545	NA	-8.406270094789	-6.06097800683613	-7.00975268348096	NA	-9.37712374912949	-3.66452796868246	-8.11408934329569	-11.0209799389042	-6.10809060267425	NA	NA	-9.26609243674074	NA	-9.11408934329569	-8.62866251612545	NA	-9.56154832026692	NA	NA	NA	NA	NA	NA	NA	NA	-10.3205402207631	NA	NA	NA	-9.06678362851734	NA	NA	NA	NA	NA	-11.6990518440169	NA	NA	NA	NA	NA	NA	NA	NA
NW044-1	-1.76303989190393	-3.29696359976306	-4.16267791413555	-4.47140190906905	-4.33845756759538	-3.65735647398085	-4.3981839124239	-2.91116441347363	-4.49506610896987	NA	-8.53866513597373	-8.21150039272022	NA	-8.05323830880349	-7.27563073013994	-8.25393565904062	-7.12035250466203	-6.61266571741751	NA	-5.94064648242713	-4.95370263525258	-9.32002484949839	-9.67616865972367	-9.03462263063614	-7.08162011017331	-7.23256200824805	-11.998096754611	-5.94933744269118	NA	NA	NA	-10.6195851313573	-8.99809675461103	-8.82817175316872	-10.5126699274408	-7.56513734733492	-9.27563073013994	-9.36582853911152	-8.96247284488031	NA	-8.56513734733493	NA	NA	-10.998096754611	-9.79646289344138	NA	-8.36582853911152	-8.99809675461103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6195851313573	-9.07209733605481	NA	-11.3200248494984	NA	NA	NA	NA
NW045-1	-2.16686791308186	-2.87024648441915	-5.1114765199346	-4.68780871551231	-5.08857611782452	NA	-6.8484421141008	NA	-6.87432074592641	-7.53294028837287	-6.42381856599276	-12.3402952104305	-1.20715299802988	-7.3860989000436	-7.37682108645559	-6.03651446225338	-10.1386613492608	-7.39543676462294	-8.03286668523823	-6.56419122235731	-8.90733580315437	-9.85486838326024	-8.93430285075464	NA	-7.17840752805358	-8.28718387397092	-9.01836711554312	NA	-8.47239874643782	NA	-9.41429579187425	-10.2027916866805	-11.2027916866805	-9.07726080459668	NA	NA	NA	NA	NA	-8.53294028837287	NA	NA	NA	NA	NA	-13.6622233053178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW045-2	-2.75535968756973	-2.95635613494505	-2.5777639794386	-3.67649457761098	-5.24772519556911	NA	-6.91711075756634	NA	-8.04486630476471	-6.71229096567784	-6.8301274559717	-8.55182629348459	-1.50475022798498	-6.28668422468881	-7.65679585308614	-6.78480346546221	-8.02716430303125	-7.65679585308614	-8.60335659412468	-7.56453734523415	NA	NA	-8.92528468901204	NA	-6.90090053038508	-9.02716430303125	NA	-11.5773613855917	-7.84555749654131	NA	-9.43051999726246	-9.99239888487058	NA	-9.52673531252177	NA	NA	NA	NA	NA	-10.3847163076493	NA	NA	NA	NA	NA	-10.7997538069282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW045-3	-2.01458443161337	-2.14137831220871	-5.13521413679891	-6.0933300557626	-3.80392220256155	NA	-5.93698802659321	NA	-5.47968480033736	-6.01304226680497	-5.90612706288845	-9.18296726824728	-2.36606566989688	-6.57355172380158	-6.34424817528034	-5.84998398485092	-6.99263605614313	-7.15548653182517	-10.0760520643308	-5.09550442699694	-8.76792976896843	-9.66101456505192	-7.91378063543189	NA	-6.27361263268728	-7.64819052469434	-8.94480753105251	NA	-6.3650816786975	NA	-7.32881813471073	-7.74044903254633	-9.51417317672265	-7.32881813471073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.561478891501	NA	NA	NA	NA	NA	NA	NA	NA	-11.0089378684722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW045-4-1	-2.9445998635528	-1.80945762275289	-4.32105095030979	-4.24728114468686	-5.03482060939952	NA	-6.56046560650224	NA	-6.71683389250869	-5.21176419236738	-7.26581709612428	-7.62737226513236	-2.00041567574657	-5.23940949413818	-8.21690749564334	-6.81221194058595	-6.83312093034893	-7.19644339308362	-7.7314806684731	-7.04850996394762	-8.97695670292258	-10.2307132951684	-6.92552846411558	-9.57360100869137	-5.41348362517565	-6.77128167653107	-11.2307132951684	NA	-7.00041567574657	NA	-6.94815943861515	-8.20323255874626	-9.50488825860736	-6.90878520028101	NA	NA	NA	NA	NA	-10.0731720181819	NA	NA	NA	NA	NA	-10.9311530133095	NA	NA	-10.6092249184221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW045-4-2	-3.98379738605593	-2.04165637426381	-6.51087897069658	-4.20197755610546	-6.11214328374684	NA	-8.28617268352189	NA	-7.06378026218544	-5.87460737614985	-7.13694667474741	-9.24964680749678	-1.09647481575422	-7.18787060991009	-8.6889318530223	-9.52718078302568	-7.23172489949951	-6.91336341963234	NA	-6.87808794488481	-9.21402289776605	-7.59429497888422	-7.42182778287946	-12.5715749023841	-4.60723403459172	-6.79678784278296	-8.76421998032653	NA	-9.28617268352189	NA	-7.75139593996895	-10.7642199803265	NA	-8.44229188543917	NA	NA	NA	NA	NA	-10.6646843067756	NA	NA	NA	NA	NA	-11.1121432837468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW045-5	-3.10385888573116	-2.10325486853963	-5.28652701770366	-4.31982145780209	-4.61291900655614	NA	-6.00803339323109	NA	-6.77855154710833	-5.27287795619181	-7.28105188763751	-9.51809108493836	-1.40807392751912	-7.31421875157271	-7.29202300545851	-9.32544600699596	-8.07751849355238	-8.30307819396751	-10.1555210055537	-7.89918125229387	-7.41855541138745	-8.11599264136701	-7.41855541138745	-9.46746501186839	-8.11599264136701	-10.0035179121086	-8.196162990051	NA	-5.54081116143844	NA	-5.95040657564904	-8.28105188763751	-9.41855541138745	-7.35966172233388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW046-1	-2.62497271762643	-2.52834277525093	-3.47429723229567	NA	-3.66321152191412	-4.25372039514192	-6.14625569777337	-4.21825288359455	-5.04070152701525	NA	-7.02310746700051	-4.59176815539256	NA	-5.815782493753	-6.97157716636043	-6.53768063983027	-5.00141239590119	-7.6751841635802	-12.3894296812463	-7.0495796783617	-3.30395722206504	-4.49916540422521	-8.30196683999598	NA	-10.929998062609	-7.6212453564694	-7.08564893306922	-6.09022166285904	-8.45869234368344	NA	-11.067501586359	-8.06750158635896	-6.9548014536096	-7.40074499447416	-11.3894296812463	-8.50678663188448	NA	-9.17997631561737	-8.48253908563781	NA	-9.30196683999598	NA	-12.3894296812463	NA	NA	NA	NA	-9.53144868611875	NA	NA	-8.86586772518931	-9.06750158635896	NA	NA	NA	-8.7455734914716	NA	NA	NA	NA	NA	NA	-9.80446718052517	NA	NA	NA	NA	NA
NW046-5	-2.56990401345905	-3.60416989582535	-4.10474507403045	NA	-3.57955137778207	-3.08310424264544	-6.36270083982649	-3.53235427514265	-4.72651301575016	-12.7377402711734	-7.45233805231116	-4.47251593424879	NA	-5.22204043288937	-6.79914081583755	-6.17804452906268	-5.38901211694233	-9.32270277189457	-11.515347849837	-7.89643801719247	-2.9618556877149	-5.77195598651132	-10.8632711532573	NA	-11.1527777704523	-7.87975927604584	-8.15277777045226	-5.64674573895282	-6.32270277189457	NA	-10.3227027718946	-8.89643801719247	-7.5678152697311	-7.31147551647131	NA	-7.70799292777936	NA	-8.54134305836991	-8.93038534911581	NA	-9.15277777045226	NA	-10.0007746770072	NA	NA	NA	NA	-9.73774027117341	NA	NA	-8.0007746770072	-9.67884658211984	NA	NA	-12.3227027718946	-11.0007746770072	NA	NA	NA	NA	-10.0007746770072	NA	-11.7377402711734	NA	NA	NA	NA	NA
NW047-4	-2.80666081810345	-1.90232720335382	-5.51847959837503	-2.6693045006228	-3.92763573997386	-10.7314733217092	-6.03103360356813	-2.21255198218138	-6.28401434473801	-12.6059424396254	NA	NA	NA	-12.1909049403465	-4.92177826119711	NA	-5.64787312009129	-6.17409665265997	NA	-9.43601743818306	NA	-12.1909049403465	NA	NA	-10.7314733217092	-6.61347611231078	NA	NA	-6.04115782084184	NA	-8.02097993890421	-11.8689768454592	NA	-9.43601743818306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW047-5	-1.0981236828513	-2.7071167442669	-4.08562836752063	-4.13159422147281	-8.7144823939561	-7.58377870231151	-5.47180105007848	-3.10638692768742	-8.11303177044638	-10.3245358756401	-8.28706117022143	NA	NA	NA	-4.11303177044638	NA	-8.76510846702607	-5.2237352348526	NA	-10.6655727934752	NA	NA	NA	NA	-6.42780514625179	-6.6476508854779	NA	NA	-10.1130317704464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW048-1	-1.4755093326882	-2.06078026634284	-4.83640621147169	-10.9302198848744	-5.06232342088176	-7.21872497822433	-3.79682075945722	-5.05247563492542	-5.70525351987414	-9.49726047759831	-6.73644814147774	NA	NA	-12.6671854790406	-5.97137720963118	-10.5517082616207	-6.0772222972611	-5.70140119437854	NA	-9.72858602370477	-7.93021988487442	-9.04269461413283	-8.00422046631819	-10.4447930577042	-7.40665792881741	-5.93021988487442	-11.9302198848744	NA	-9.16468513851144	-3.29795166937491	-7.79271636112448	-8.85983055698302	-11.6671854790406	-12.2521479797618	NA	NA	NA	NA	-11.6671854790406	NA	NA	NA	NA	NA	NA	-12.6671854790406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.4447930577042	NA	NA	NA	NA	NA	NA	NA	NA
NW048-5-1	-2.0172790108368	-1.08243727494118	-6.26315286551241	-8.84811536623357	-6.65668929558034	-7.97010589061218	-4.47260623114136	-8.0802888083626	-6.92828571491755	-7.66525130908376	-8.30268122969905	-11.0575687318625	NA	NA	-6.0802888083626	-9.35712901372143	-4.93344742003333	-6.18105178529752	NA	-10.3571290137214	-9.25021380980492	-8.30268122969905	-10.7356406369752	-7.64817779572482	-6.19958773673495	-4.26315286551241	-6.85789638702616	NA	-9.53400677580551	-6.90782161235784	-5.38161169892077	-9.10337242147565	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8876437304202	-9.4137125420878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2502138098049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW048-5-2	-1.31626425395544	-1.97247359997631	-3.67972527083582	NA	-4.66588891577202	-7.03300578442564	-3.9506954309409	-5.28949734439266	-6.65113514908199	-8.21941890865652	-8.46269005966888	-11.0773999037841	NA	NA	-8.71984789916601	-7.52281105210645	-4.45169106071962	NA	NA	-9.8294723903405	-8.27004498172649	-8.98993706253375	-8.49243740306293	-8.29604019025943	-7.94811688683912	-6.61796828514679	-9.07739990378409	NA	-6.9378485513853	-7.73754990089946	-9.12320359339721	-6.60166647281769	-9.27004498172649	-9.61796828514679	-8.94811688683912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW049-1	-1.60807363338099	-2.22193040067571	-2.38224876233276	-4.68759397302452	-3.81687698996948	NA	-5.38391758269338	-3.76666554401572	-7.07991139580328	-11.1388050848568	NA	-8.07991139580328	NA	NA	NA	-8.9164126635204	NA	-7.79303024801512	NA	-8.723767585578	-10.4018394906906	-6.56389624879961	-10.1388050848568	NA	NA	-8.13880508485685	-9.63630474432766	NA	-9.723767585578	NA	-7.67937346621955	-11.1388050848568	NA	NA	NA	NA	NA	NA	NA	-6.34872815423108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5538425841357	NA	NA	NA	NA	NA	NA	-9.20020562952099	NA	NA	NA
NW049-2	-1.45121010732709	-2.38305753586348	-3.14721798357404	-3.94506418322203	-4.28392434384423	NA	-5.77789231234479	-3.27580701642172	-5.65294944536624	-8.59586835015897	NA	-7.64649442322894	NA	-10.9944177266492	NA	-6.82449272520693	NA	-6.29903123623444	NA	-8.38776015482877	-8.86888684456538	-6.04022141626237	-7.69896184312307	NA	NA	-9.40945522592809	-8.40945522592809	NA	-9.13192125039918	NA	-7.40945522592809	NA	-8.93028738922953	NA	NA	NA	NA	NA	NA	-11.4538493452865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.546958749678	NA	NA	NA	NA	NA	NA	-8.80999315551182	NA	NA	NA
NW049-3	-2.26441563623215	-1.71413766471194	-2.26607486015384	-6.27439972480478	-3.48239276708061	NA	-5.61989629083054	-3.70285773984594	-5.78135971352466	-7.27439972480478	NA	-6.743885008106	NA	-8.12239663135973	NA	-7.44432472624709	NA	-8.32884750882715	NA	-9.22193230491064	NA	-5.8198338613393	NA	NA	NA	NA	NA	NA	-8.02928722696825	NA	-7.07509091658137	NA	NA	NA	NA	NA	NA	NA	NA	-9.02928722696825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4443247262471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW049-4	-1.43283740862558	-2.79399653920259	-2.53166743528501	-5.6226619675056	-3.96445048475381	NA	-4.13080887117593	-3.94083792753186	-4.85007246360867	-7.74819284958946	NA	-5.49337895056063	NA	-8.03769946678445	NA	-7.56376827845203	NA	-7.30073387261824	NA	-8.03769946678445	NA	-5.95969695478317	NA	NA	NA	-8.40026954616915	NA	NA	-10.2076244682268	NA	NA	-10.6226619675056	-10.6226619675056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.95969695478317	NA	NA	NA
NW049-5	-4.63316951097748	-1.36935895592724	-3.95376731988687	-7.23958512136495	-2.52920431278971	NA	-6.72663386555918	-2.95876222980726	-5.20356589856397	-5.89513958991616	NA	-4.4579307096387	NA	-8.46739103888776	NA	-9.25588693369405	NA	-9.19175659627434	NA	-7.80842795672283	-7.93395883880669	-4.92415566377633	-6.89513958991616	NA	NA	-12.1303560516102	-8.07146236255663	NA	-7.13035605161019	NA	-5.4579307096387	-8.5058651867024	-9.39339045744399	NA	NA	NA	NA	NA	NA	-9.90796363027374	NA	NA	NA	NA	NA	-7.90796363027374	NA	NA	NA	NA	NA	NA	NA	NA	-10.9079636302737	NA	NA	-10.1303560516102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW050-1	-3.45387406586236	-1.71402115577402	-4.69539315104136	-1.43097524413761	-5.12314170206975	-9.4578938373147	-3.5020363925579	NA	-5.69160157187898	NA	NA	-9.4578938373147	NA	-6.22085464001385	NA	-10.9433206644849	NA	-7.24288094634385	NA	-6.05092963857154	-10.09532375793	-6.57874823218909	-10.9433206644849	NA	NA	-9.80581714073501	-7.9614680111952	NA	-11.2652487593723	NA	-10.0173212459287	-10.805817140735	-10.9433206644849	NA	NA	NA	NA	NA	NA	NA	NA	-11.9433206644849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
